metering_point_id;timestamp;value;unit_of_measure;property;reading_status;consumption_from;consumption_to;consumption_value;calculated_value;calculated_normalized_value;calculated_deviation_type;calculated_deviation_level;temperature;calculate_consuming_values;validate_simple_status
"TDS2";"2018-01-28T00:00:00Z";1303,637;"MWh";"energy";"measured";"2018-01-27T00:00:00Z";"2018-01-28T00:00:00Z";1,0960000000000036;undefined;undefined;undefined;undefined;0,7056656869;"calculate_consuming_values_ok";"validate_simple_ok"
"TDS2";"2018-01-29T00:00:00Z";1304,574;"MWh";"energy";"measured";"2018-01-28T00:00:00Z";"2018-01-29T00:00:00Z";0,9370000000001255;undefined;undefined;undefined;undefined;0,5582526658;"calculate_consuming_values_ok";"validate_simple_ok"
"TDS2";"2018-01-30T00:00:00Z";1305,426;"MWh";"energy";"measured";"2018-01-29T00:00:00Z";"2018-01-30T00:00:00Z";0,8519999999998618;undefined;undefined;undefined;undefined;1,7127153886;"calculate_consuming_values_ok";"validate_simple_ok"
"TDS2";"2018-01-31T00:00:00Z";1306,385;"MWh";"energy";"measured";"2018-01-30T00:00:00Z";"2018-01-31T00:00:00Z";0,95900000000006;undefined;undefined;undefined;undefined;3,0747378627;"calculate_consuming_values_ok";"validate_simple_ok"
"TDS2";"2018-02-01T00:00:00Z";1307,532;"MWh";"energy";"measured";"2018-01-31T00:00:00Z";"2018-02-01T00:00:00Z";1,1469999999999345;undefined;undefined;undefined;undefined;0,5731392018;"calculate_consuming_values_ok";"validate_simple_ok"
"TDS2";"2018-02-02T00:00:00Z";1308,62;"MWh";"energy";"measured";"2018-02-01T00:00:00Z";"2018-02-02T00:00:00Z";1,0879999999999654;undefined;undefined;undefined;undefined;1,3328435222;"calculate_consuming_values_ok";"validate_simple_ok"
"TDS2";"2018-02-03T00:00:00Z";1309,639;"MWh";"energy";"measured";"2018-02-02T00:00:00Z";"2018-02-03T00:00:00Z";1,0190000000000055;undefined;undefined;undefined;undefined;1,7113857766;"calculate_consuming_values_ok";"validate_simple_ok"
"TDS2";"2018-02-04T00:00:00Z";1310,603;"MWh";"energy";"measured";"2018-02-03T00:00:00Z";"2018-02-04T00:00:00Z";0,9640000000001692;undefined;undefined;undefined;undefined;2,1138300051;"calculate_consuming_values_ok";"validate_simple_ok"
"TDS2";"2018-02-05T00:00:00Z";1311,443;"MWh";"energy";"measured";"2018-02-04T00:00:00Z";"2018-02-05T00:00:00Z";0,8399999999999181;undefined;undefined;undefined;undefined;2,131849125;"calculate_consuming_values_ok";"validate_simple_ok"
"TDS2";"2018-02-06T00:00:00Z";1312,287;"MWh";"energy";"measured";"2018-02-05T00:00:00Z";"2018-02-06T00:00:00Z";0,8440000000000509;undefined;undefined;undefined;undefined;2,625464499;"calculate_consuming_values_ok";"validate_simple_ok"
"TDS2";"2018-02-07T00:00:00Z";1313,469;"MWh";"energy";"measured";"2018-02-06T00:00:00Z";"2018-02-07T00:00:00Z";1,1820000000000164;undefined;undefined;undefined;undefined;1,0455723541;"calculate_consuming_values_ok";"validate_simple_ok"
"TDS2";"2018-02-08T00:00:00Z";1314,87;"MWh";"energy";"measured";"2018-02-07T00:00:00Z";"2018-02-08T00:00:00Z";1,40099999999984;undefined;undefined;undefined;undefined;-1,844252271;"calculate_consuming_values_ok";"validate_simple_ok"
"TDS2";"2018-02-09T00:00:00Z";1316,241;"MWh";"energy";"measured";"2018-02-08T00:00:00Z";"2018-02-09T00:00:00Z";1,3710000000000946;undefined;undefined;undefined;undefined;-1,8572513821;"calculate_consuming_values_ok";"validate_simple_ok"
"TDS2";"2018-02-10T00:00:00Z";1317,611;"MWh";"energy";"measured";"2018-02-09T00:00:00Z";"2018-02-10T00:00:00Z";1,3700000000001182;undefined;undefined;undefined;undefined;-1,8047746172;"calculate_consuming_values_ok";"validate_simple_ok"
"TDS2";"2018-02-11T00:00:00Z";1318,798;"MWh";"energy";"measured";"2018-02-10T00:00:00Z";"2018-02-11T00:00:00Z";1,1869999999998981;undefined;undefined;undefined;undefined;0,0727370313;"calculate_consuming_values_ok";"validate_simple_ok"
"TDS2";"2018-02-12T00:00:00Z";1319,81;"MWh";"energy";"measured";"2018-02-11T00:00:00Z";"2018-02-12T00:00:00Z";1,0119999999999436;undefined;undefined;undefined;undefined;0,1930926138;"calculate_consuming_values_ok";"validate_simple_ok"
"TDS2";"2018-02-13T00:00:00Z";1320,849;"MWh";"energy";"measured";"2018-02-12T00:00:00Z";"2018-02-13T00:00:00Z";1,0389999999999873;undefined;undefined;undefined;undefined;-0,1298835973;"calculate_consuming_values_ok";"validate_simple_ok"
"TDS2";"2018-02-14T00:00:00Z";1322,227;"MWh";"energy";"measured";"2018-02-13T00:00:00Z";"2018-02-14T00:00:00Z";1,3780000000001564;undefined;undefined;undefined;undefined;-2,4155401771;"calculate_consuming_values_ok";"validate_simple_ok"
"TDS2";"2018-02-15T00:00:00Z";1323,427;"MWh";"energy";"measured";"2018-02-14T00:00:00Z";"2018-02-15T00:00:00Z";1,199999999999818;undefined;undefined;undefined;undefined;-1,0316793217;"calculate_consuming_values_ok";"validate_simple_ok"
"TDS2";"2018-02-16T00:00:00Z";1324,542;"MWh";"energy";"measured";"2018-02-15T00:00:00Z";"2018-02-16T00:00:00Z";1,115000000000009;undefined;undefined;undefined;undefined;-0,0533341914;"calculate_consuming_values_ok";"validate_simple_ok"
"TDS2";"2018-02-17T00:00:00Z";1325,51;"MWh";"energy";"measured";"2018-02-16T00:00:00Z";"2018-02-17T00:00:00Z";0,9680000000000746;undefined;undefined;undefined;undefined;2,1319521914;"calculate_consuming_values_ok";"validate_simple_ok"
"TDS2";"2018-02-18T00:00:00Z";1326,404;"MWh";"energy";"measured";"2018-02-17T00:00:00Z";"2018-02-18T00:00:00Z";0,8940000000000055;undefined;undefined;undefined;undefined;1,9885009313;"calculate_consuming_values_ok";"validate_simple_ok"
"TDS2";"2018-02-19T00:00:00Z";1327,265;"MWh";"energy";"measured";"2018-02-18T00:00:00Z";"2018-02-19T00:00:00Z";0,8610000000001037;undefined;undefined;undefined;undefined;0,6801360237;"calculate_consuming_values_ok";"validate_simple_ok"
"TDS2";"2018-02-20T00:00:00Z";1327,897;"MWh";"energy";"measured";"2018-02-19T00:00:00Z";"2018-02-20T00:00:00Z";0,6319999999998345;undefined;undefined;undefined;undefined;4,8493228753;"calculate_consuming_values_ok";"validate_simple_ok"
"TDS2";"2018-02-21T00:00:00Z";1328,622;"MWh";"energy";"measured";"2018-02-20T00:00:00Z";"2018-02-21T00:00:00Z";0,7250000000001364;undefined;undefined;undefined;undefined;5,4257604877;"calculate_consuming_values_ok";"validate_simple_ok"
"TDS2";"2018-02-22T00:00:00Z";1329,325;"MWh";"energy";"measured";"2018-02-21T00:00:00Z";"2018-02-22T00:00:00Z";0,7029999999999745;undefined;undefined;undefined;undefined;5,4198196928;"calculate_consuming_values_ok";"validate_simple_ok"
"TDS2";"2018-02-23T00:00:00Z";1330;"MWh";"energy";"measured";"2018-02-22T00:00:00Z";"2018-02-23T00:00:00Z";0,6749999999999545;undefined;undefined;undefined;undefined;5,1172620157;"calculate_consuming_values_ok";"validate_simple_ok"
"TDS2";"2018-02-24T00:00:00Z";1330,859;"MWh";"energy";"measured";"2018-02-23T00:00:00Z";"2018-02-24T00:00:00Z";0,8589999999999236;undefined;undefined;undefined;undefined;3,684421132;"calculate_consuming_values_ok";"validate_simple_ok"
"TDS2";"2018-02-25T00:00:00Z";1331,947;"MWh";"energy";"measured";"2018-02-24T00:00:00Z";"2018-02-25T00:00:00Z";1,0879999999999654;undefined;undefined;undefined;undefined;0,1966203228;"calculate_consuming_values_ok";"validate_simple_ok"
"TDS2";"2018-02-26T00:00:00Z";1332,839;"MWh";"energy";"measured";"2018-02-25T00:00:00Z";"2018-02-26T00:00:00Z";0,8920000000000528;undefined;undefined;undefined;undefined;0,5353675112;"calculate_consuming_values_ok";"validate_simple_ok"
"TDS2";"2018-02-27T00:00:00Z";1333,463;"MWh";"energy";"measured";"2018-02-26T00:00:00Z";"2018-02-27T00:00:00Z";0,6240000000000236;undefined;undefined;undefined;undefined;4,7534139852;"calculate_consuming_values_ok";"validate_simple_ok"
"TDS2";"2018-02-28T00:00:00Z";1334,092;"MWh";"energy";"measured";"2018-02-27T00:00:00Z";"2018-02-28T00:00:00Z";0,6290000000001328;undefined;undefined;undefined;undefined;6,5163396796;"calculate_consuming_values_ok";"validate_simple_ok"
"TDS2";"2018-03-01T00:00:00Z";1334,775;"MWh";"energy";"measured";"2018-02-28T00:00:00Z";"2018-03-01T00:00:00Z";0,6829999999999927;undefined;undefined;undefined;undefined;5,7373359303;"calculate_consuming_values_ok";"validate_simple_ok"
"TDS2";"2018-03-02T00:00:00Z";1335,518;"MWh";"energy";"measured";"2018-03-01T00:00:00Z";"2018-03-02T00:00:00Z";0,7429999999999382;undefined;undefined;undefined;undefined;4,3336682121;"calculate_consuming_values_ok";"validate_simple_ok"
"TDS2";"2018-03-03T00:00:00Z";1336,296;"MWh";"energy";"measured";"2018-03-02T00:00:00Z";"2018-03-03T00:00:00Z";0,77800000000002;undefined;undefined;undefined;undefined;3,9645134409;"calculate_consuming_values_ok";"validate_simple_ok"
"TDS2";"2018-03-04T00:00:00Z";1336,957;"MWh";"energy";"measured";"2018-03-03T00:00:00Z";"2018-03-04T00:00:00Z";0,6610000000000582;undefined;undefined;undefined;undefined;5,1308221519;"calculate_consuming_values_ok";"validate_simple_ok"
"TDS2";"2018-03-05T00:00:00Z";1337,51;"MWh";"energy";"measured";"2018-03-04T00:00:00Z";"2018-03-05T00:00:00Z";0,5529999999998836;undefined;undefined;undefined;undefined;5,6901099185;"calculate_consuming_values_ok";"validate_simple_ok"
"TDS2";"2018-03-06T00:00:00Z";1338,364;"MWh";"energy";"measured";"2018-03-05T00:00:00Z";"2018-03-06T00:00:00Z";0,8540000000000418;undefined;undefined;undefined;undefined;1,6937666945;"calculate_consuming_values_ok";"validate_simple_ok"
"TDS2";"2018-03-07T00:00:00Z";1339,625;"MWh";"energy";"measured";"2018-03-06T00:00:00Z";"2018-03-07T00:00:00Z";1,2609999999999673;undefined;undefined;undefined;undefined;-0,477048264;"calculate_consuming_values_ok";"validate_simple_ok"
"TDS2";"2018-03-08T00:00:00Z";1340,969;"MWh";"energy";"measured";"2018-03-07T00:00:00Z";"2018-03-08T00:00:00Z";1,344000000000051;undefined;undefined;undefined;undefined;-2,0936550523;"calculate_consuming_values_ok";"validate_simple_ok"
"TDS2";"2018-03-09T00:00:00Z";1342,148;"MWh";"energy";"measured";"2018-03-08T00:00:00Z";"2018-03-09T00:00:00Z";1,17899999999986;undefined;undefined;undefined;undefined;-0,3778913518;"calculate_consuming_values_ok";"validate_simple_ok"
"TDS2";"2018-03-10T00:00:00Z";1342,911;"MWh";"energy";"measured";"2018-03-09T00:00:00Z";"2018-03-10T00:00:00Z";0,7630000000001473;undefined;undefined;undefined;undefined;4,6539631188;"calculate_consuming_values_ok";"validate_simple_ok"
"TDS2";"2018-03-11T00:00:00Z";1343,663;"MWh";"energy";"measured";"2018-03-10T00:00:00Z";"2018-03-11T00:00:00Z";0,7519999999999527;undefined;undefined;undefined;undefined;3,8890314251;"calculate_consuming_values_ok";"validate_simple_ok"
"TDS2";"2018-03-12T00:00:00Z";1344,342;"MWh";"energy";"measured";"2018-03-11T00:00:00Z";"2018-03-12T00:00:00Z";0,6790000000000873;undefined;undefined;undefined;undefined;2,1833653118;"calculate_consuming_values_ok";"validate_simple_ok"
"TDS2";"2018-03-13T00:00:00Z";1345,015;"MWh";"energy";"measured";"2018-03-12T00:00:00Z";"2018-03-13T00:00:00Z";0,6730000000000018;undefined;undefined;undefined;undefined;3,5547473542;"calculate_consuming_values_ok";"validate_simple_ok"
"TDS2";"2018-03-14T00:00:00Z";1345,87;"MWh";"energy";"measured";"2018-03-13T00:00:00Z";"2018-03-14T00:00:00Z";0,8549999999997908;undefined;undefined;undefined;undefined;3,6690990031;"calculate_consuming_values_ok";"validate_simple_ok"
"TDS2";"2018-03-15T00:00:00Z";1346,535;"MWh";"energy";"measured";"2018-03-14T00:00:00Z";"2018-03-15T00:00:00Z";0,665000000000191;undefined;undefined;undefined;undefined;5,8487809102;"calculate_consuming_values_ok";"validate_simple_ok"
"TDS2";"2018-03-16T00:00:00Z";1347,112;"MWh";"energy";"measured";"2018-03-15T00:00:00Z";"2018-03-16T00:00:00Z";0,5769999999999982;undefined;undefined;undefined;undefined;6,2267353336;"calculate_consuming_values_ok";"validate_simple_ok"
"TDS2";"2018-03-17T00:00:00Z";1347,664;"MWh";"energy";"measured";"2018-03-16T00:00:00Z";"2018-03-17T00:00:00Z";0,5519999999999072;undefined;undefined;undefined;undefined;6,7724675735;"calculate_consuming_values_ok";"validate_simple_ok"
"TDS2";"2018-03-18T00:00:00Z";1348,297;"MWh";"energy";"measured";"2018-03-17T00:00:00Z";"2018-03-18T00:00:00Z";0,6330000000000382;undefined;undefined;undefined;undefined;5,0764778157;"calculate_consuming_values_ok";"validate_simple_ok"
"TDS2";"2018-03-19T00:00:00Z";1348,851;"MWh";"energy";"measured";"2018-03-18T00:00:00Z";"2018-03-19T00:00:00Z";0,5540000000000873;undefined;undefined;undefined;undefined;4,3222678006;"calculate_consuming_values_ok";"validate_simple_ok"
"TDS2";"2018-03-20T00:00:00Z";1349,578;"MWh";"energy";"measured";"2018-03-19T00:00:00Z";"2018-03-20T00:00:00Z";0,7269999999998618;undefined;undefined;undefined;undefined;2,3269753459;"calculate_consuming_values_ok";"validate_simple_ok"
"TDS2";"2018-03-21T00:00:00Z";1350,283;"MWh";"energy";"measured";"2018-03-20T00:00:00Z";"2018-03-21T00:00:00Z";0,7049999999999272;undefined;undefined;undefined;undefined;4,6111927927;"calculate_consuming_values_ok";"validate_simple_ok"
"TDS2";"2018-03-22T00:00:00Z";1350,948;"MWh";"energy";"measured";"2018-03-21T00:00:00Z";"2018-03-22T00:00:00Z";0,665000000000191;undefined;undefined;undefined;undefined;5,4846148292;"calculate_consuming_values_ok";"validate_simple_ok"
"TDS2";"2018-03-23T00:00:00Z";1351,604;"MWh";"energy";"measured";"2018-03-22T00:00:00Z";"2018-03-23T00:00:00Z";0,6559999999999491;undefined;undefined;undefined;undefined;5,2804673513;"calculate_consuming_values_ok";"validate_simple_ok"
"TDS2";"2018-03-24T00:00:00Z";1352,317;"MWh";"energy";"measured";"2018-03-23T00:00:00Z";"2018-03-24T00:00:00Z";0,7129999999999654;undefined;undefined;undefined;undefined;4,0757533585;"calculate_consuming_values_ok";"validate_simple_ok"
"TDS2";"2018-03-25T00:00:00Z";1352,972;"MWh";"energy";"measured";"2018-03-24T00:00:00Z";"2018-03-25T00:00:00Z";0,6549999999999727;undefined;undefined;undefined;undefined;3,8996981907;"calculate_consuming_values_ok";"validate_simple_ok"
"TDS2";"2018-03-26T00:00:00Z";1353,402;"MWh";"energy";"measured";"2018-03-25T00:00:00Z";"2018-03-26T00:00:00Z";0,43000000000006366;undefined;undefined;undefined;undefined;6,5160888135;"calculate_consuming_values_ok";"validate_simple_ok"
"TDS2";"2018-03-27T00:00:00Z";1353,897;"MWh";"energy";"measured";"2018-03-26T00:00:00Z";"2018-03-27T00:00:00Z";0,49499999999989086;undefined;undefined;undefined;undefined;5,020499727;"calculate_consuming_values_ok";"validate_simple_ok"
"TDS2";"2018-03-28T00:00:00Z";1354,523;"MWh";"energy";"measured";"2018-03-27T00:00:00Z";"2018-03-28T00:00:00Z";0,6259999999999764;undefined;undefined;undefined;undefined;5,4285154641;"calculate_consuming_values_ok";"validate_simple_ok"
"TDS2";"2018-03-29T00:00:00Z";1355,139;"MWh";"energy";"measured";"2018-03-28T00:00:00Z";"2018-03-29T00:00:00Z";0,6159999999999854;undefined;undefined;undefined;undefined;5,4304809769;"calculate_consuming_values_ok";"validate_simple_ok"
"TDS2";"2018-03-30T00:00:00Z";1355,837;"MWh";"energy";"measured";"2018-03-29T00:00:00Z";"2018-03-30T00:00:00Z";0,6980000000000928;undefined;undefined;undefined;undefined;4,9016008476;"calculate_consuming_values_ok";"validate_simple_ok"
"TDS2";"2018-03-31T00:00:00Z";1356,532;"MWh";"energy";"measured";"2018-03-30T00:00:00Z";"2018-03-31T00:00:00Z";0,6949999999999363;undefined;undefined;undefined;undefined;5,7288802465;"calculate_consuming_values_ok";"validate_simple_ok"
"TDS2";"2018-04-01T00:00:00Z";1356,883;"MWh";"energy";"measured";"2018-03-31T00:00:00Z";"2018-04-01T00:00:00Z";0,3510000000001128;undefined;undefined;undefined;undefined;10,4881747961;"calculate_consuming_values_ok";"validate_simple_ok"
"TDS2";"2018-04-02T00:00:00Z";1357,18;"MWh";"energy";"measured";"2018-04-01T00:00:00Z";"2018-04-02T00:00:00Z";0,29700000000002547;undefined;undefined;undefined;undefined;9,9569821159;"calculate_consuming_values_ok";"validate_simple_ok"
"TDS2";"2018-04-03T00:00:00Z";1357,526;"MWh";"energy";"measured";"2018-04-02T00:00:00Z";"2018-04-03T00:00:00Z";0,34600000000000364;undefined;undefined;undefined;undefined;7,9766669671;"calculate_consuming_values_ok";"validate_simple_ok"
"TDS2";"2018-04-04T00:00:00Z";1357,95;"MWh";"energy";"measured";"2018-04-03T00:00:00Z";"2018-04-04T00:00:00Z";0,42399999999997817;undefined;undefined;undefined;undefined;7,8267189264;"calculate_consuming_values_ok";"validate_simple_ok"
"TDS2";"2018-04-05T00:00:00Z";1358,406;"MWh";"energy";"measured";"2018-04-04T00:00:00Z";"2018-04-05T00:00:00Z";0,4559999999999036;undefined;undefined;undefined;undefined;7,3666448394;"calculate_consuming_values_ok";"validate_simple_ok"
"TDS2";"2018-04-06T00:00:00Z";1358,852;"MWh";"energy";"measured";"2018-04-05T00:00:00Z";"2018-04-06T00:00:00Z";0,44600000000014006;undefined;undefined;undefined;undefined;7,298726658;"calculate_consuming_values_ok";"validate_simple_ok"
"TDS2";"2018-04-07T00:00:00Z";1359,336;"MWh";"energy";"measured";"2018-04-06T00:00:00Z";"2018-04-07T00:00:00Z";0,4839999999999236;undefined;undefined;undefined;undefined;6,4571419656;"calculate_consuming_values_ok";"validate_simple_ok"
"TDS2";"2018-04-08T00:00:00Z";1359,646;"MWh";"energy";"measured";"2018-04-07T00:00:00Z";"2018-04-08T00:00:00Z";0,30999999999994543;undefined;undefined;undefined;undefined;9,841090699;"calculate_consuming_values_ok";"validate_simple_ok"
"TDS2";"2018-04-09T00:00:00Z";1359,978;"MWh";"energy";"measured";"2018-04-08T00:00:00Z";"2018-04-09T00:00:00Z";0,3320000000001073;undefined;undefined;undefined;undefined;8,0491396189;"calculate_consuming_values_ok";"validate_simple_ok"
"TDS2";"2018-04-10T00:00:00Z";1360,314;"MWh";"energy";"measured";"2018-04-09T00:00:00Z";"2018-04-10T00:00:00Z";0,33600000000001273;undefined;undefined;undefined;undefined;8,5123820504;"calculate_consuming_values_ok";"validate_simple_ok"
"TDS2";"2018-04-11T00:00:00Z";1360,705;"MWh";"energy";"measured";"2018-04-10T00:00:00Z";"2018-04-11T00:00:00Z";0,390999999999849;undefined;undefined;undefined;undefined;8,7241676251;"calculate_consuming_values_ok";"validate_simple_ok"
"TDS2";"2018-04-12T00:00:00Z";1361,168;"MWh";"energy";"measured";"2018-04-11T00:00:00Z";"2018-04-12T00:00:00Z";0,46299999999996544;undefined;undefined;undefined;undefined;6,5663973888;"calculate_consuming_values_ok";"validate_simple_ok"
"TDS2";"2018-04-13T00:00:00Z";1361,56;"MWh";"energy";"measured";"2018-04-12T00:00:00Z";"2018-04-13T00:00:00Z";0,39200000000005275;undefined;undefined;undefined;undefined;7,5915808876;"calculate_consuming_values_ok";"validate_simple_ok"
"TDS2";"2018-04-14T00:00:00Z";1362,051;"MWh";"energy";"measured";"2018-04-13T00:00:00Z";"2018-04-14T00:00:00Z";0,49099999999998545;undefined;undefined;undefined;undefined;6,6729744871;"calculate_consuming_values_ok";"validate_simple_ok"
"TDS2";"2018-04-15T00:00:00Z";1362,574;"MWh";"energy";"measured";"2018-04-14T00:00:00Z";"2018-04-15T00:00:00Z";0,5230000000001382;undefined;undefined;undefined;undefined;5,1609930148;"calculate_consuming_values_ok";"validate_simple_ok"
"TDS2";"2018-04-16T00:00:00Z";1363,142;"MWh";"energy";"measured";"2018-04-15T00:00:00Z";"2018-04-16T00:00:00Z";0,5679999999999836;undefined;undefined;undefined;undefined;3,9034497415;"calculate_consuming_values_ok";"validate_simple_ok"
"TDS2";"2018-04-17T00:00:00Z";1363,853;"MWh";"energy";"measured";"2018-04-16T00:00:00Z";"2018-04-17T00:00:00Z";0,7110000000000127;undefined;undefined;undefined;undefined;2,7473837237;"calculate_consuming_values_ok";"validate_simple_ok"
"TDS2";"2018-04-18T00:00:00Z";1364,614;"MWh";"energy";"measured";"2018-04-17T00:00:00Z";"2018-04-18T00:00:00Z";0,7609999999999673;undefined;undefined;undefined;undefined;4,2806424101;"calculate_consuming_values_ok";"validate_simple_ok"
"TDS2";"2018-04-19T00:00:00Z";1365,46;"MWh";"energy";"measured";"2018-04-18T00:00:00Z";"2018-04-19T00:00:00Z";0,8460000000000036;undefined;undefined;undefined;undefined;2,8843992824;"calculate_consuming_values_ok";"validate_simple_ok"
"TDS2";"2018-04-20T00:00:00Z";1366,141;"MWh";"energy";"measured";"2018-04-19T00:00:00Z";"2018-04-20T00:00:00Z";0,68100000000004;undefined;undefined;undefined;undefined;3,5873584213;"calculate_consuming_values_ok";"validate_simple_ok"
"TDS2";"2018-04-21T00:00:00Z";1366,718;"MWh";"energy";"measured";"2018-04-20T00:00:00Z";"2018-04-21T00:00:00Z";0,5769999999999982;undefined;undefined;undefined;undefined;6,8540681005;"calculate_consuming_values_ok";"validate_simple_ok"
"TDS2";"2018-04-22T00:00:00Z";1367,147;"MWh";"energy";"measured";"2018-04-21T00:00:00Z";"2018-04-22T00:00:00Z";0,42899999999985994;undefined;undefined;undefined;undefined;7,7958414356;"calculate_consuming_values_ok";"validate_simple_ok"
"TDS2";"2018-04-23T00:00:00Z";1367,52;"MWh";"energy";"measured";"2018-04-22T00:00:00Z";"2018-04-23T00:00:00Z";0,3730000000000473;undefined;undefined;undefined;undefined;7,5270059705;"calculate_consuming_values_ok";"validate_simple_ok"
"TDS2";"2018-04-24T00:00:00Z";1367,94;"MWh";"energy";"measured";"2018-04-23T00:00:00Z";"2018-04-24T00:00:00Z";0,42000000000007276;undefined;undefined;undefined;undefined;5,6334626327;"calculate_consuming_values_ok";"validate_simple_ok"
"TDS2";"2018-04-25T00:00:00Z";1368,495;"MWh";"energy";"measured";"2018-04-24T00:00:00Z";"2018-04-25T00:00:00Z";0,5549999999998363;undefined;undefined;undefined;undefined;6,1443774104;"calculate_consuming_values_ok";"validate_simple_ok"
"TDS2";"2018-04-26T00:00:00Z";1369,25;"MWh";"energy";"measured";"2018-04-25T00:00:00Z";"2018-04-26T00:00:00Z";0,7550000000001091;undefined;undefined;undefined;undefined;4,3188366393;"calculate_consuming_values_ok";"validate_simple_ok"
"TDS2";"2018-04-27T00:00:00Z";1369,88;"MWh";"energy";"measured";"2018-04-26T00:00:00Z";"2018-04-27T00:00:00Z";0,6300000000001091;undefined;undefined;undefined;undefined;4,8761634479;"calculate_consuming_values_ok";"validate_simple_ok"
"TDS2";"2018-04-28T00:00:00Z";1370,443;"MWh";"energy";"measured";"2018-04-27T00:00:00Z";"2018-04-28T00:00:00Z";0,5629999999998745;undefined;undefined;undefined;undefined;5,8676008234;"calculate_consuming_values_ok";"validate_simple_ok"
"TDS2";"2018-04-29T00:00:00Z";1371,083;"MWh";"energy";"measured";"2018-04-28T00:00:00Z";"2018-04-29T00:00:00Z";0,6400000000001;undefined;undefined;undefined;undefined;5,8377014001;"calculate_consuming_values_ok";"validate_simple_ok"
"TDS2";"2018-04-30T00:00:00Z";1371,496;"MWh";"energy";"measured";"2018-04-29T00:00:00Z";"2018-04-30T00:00:00Z";0,4130000000000109;undefined;undefined;undefined;undefined;7,2063674629;"calculate_consuming_values_ok";"validate_simple_ok"
"TDS2";"2018-05-01T00:00:00Z";1371,875;"MWh";"energy";"measured";"2018-04-30T00:00:00Z";"2018-05-01T00:00:00Z";0,3789999999999054;undefined;undefined;undefined;undefined;7,1351490766;"calculate_consuming_values_ok";"validate_simple_ok"
"TDS2";"2018-05-02T00:00:00Z";1372,187;"MWh";"energy";"measured";"2018-05-01T00:00:00Z";"2018-05-02T00:00:00Z";0,31199999999989814;undefined;undefined;undefined;undefined;11,1231322686;"calculate_consuming_values_ok";"validate_simple_ok"
"TDS2";"2018-05-03T00:00:00Z";1372,481;"MWh";"energy";"measured";"2018-05-02T00:00:00Z";"2018-05-03T00:00:00Z";0,2940000000000964;undefined;undefined;undefined;undefined;12,7174435854;"calculate_consuming_values_ok";"validate_simple_ok"
"TDS2";"2018-05-04T00:00:00Z";1372,726;"MWh";"energy";"measured";"2018-05-03T00:00:00Z";"2018-05-04T00:00:00Z";0,24500000000011823;undefined;undefined;undefined;undefined;12,5488413572;"calculate_consuming_values_ok";"validate_simple_ok"
"TDS2";"2018-05-05T00:00:00Z";1373,019;"MWh";"energy";"measured";"2018-05-04T00:00:00Z";"2018-05-05T00:00:00Z";0,2929999999998927;undefined;undefined;undefined;undefined;11,8064485192;"calculate_consuming_values_ok";"validate_simple_ok"
"TDS2";"2018-05-06T00:00:00Z";1373,269;"MWh";"energy";"measured";"2018-05-05T00:00:00Z";"2018-05-06T00:00:00Z";0,25;undefined;undefined;undefined;undefined;13,0778222879;"calculate_consuming_values_ok";"validate_simple_ok"
"TDS2";"2018-05-07T00:00:00Z";1373,417;"MWh";"energy";"measured";"2018-05-06T00:00:00Z";"2018-05-07T00:00:00Z";0,14799999999991087;undefined;undefined;undefined;undefined;13,4635516802;"calculate_consuming_values_ok";"validate_simple_ok"
"TDS2";"2018-05-08T00:00:00Z";1373,629;"MWh";"energy";"measured";"2018-05-07T00:00:00Z";"2018-05-08T00:00:00Z";0,21199999999998909;undefined;undefined;undefined;undefined;11,844811976;"calculate_consuming_values_ok";"validate_simple_ok"
"TDS2";"2018-05-09T00:00:00Z";1374,048;"MWh";"energy";"measured";"2018-05-08T00:00:00Z";"2018-05-09T00:00:00Z";0,4190000000000964;undefined;undefined;undefined;undefined;6,8044608037;"calculate_consuming_values_ok";"validate_simple_ok"
"TDS2";"2018-05-10T00:00:00Z";1374,42;"MWh";"energy";"measured";"2018-05-09T00:00:00Z";"2018-05-10T00:00:00Z";0,37200000000007094;undefined;undefined;undefined;undefined;6,8099520604;"calculate_consuming_values_ok";"validate_simple_ok"
"TDS2";"2018-05-11T00:00:00Z";1374,815;"MWh";"energy";"measured";"2018-05-10T00:00:00Z";"2018-05-11T00:00:00Z";0,3949999999999818;undefined;undefined;undefined;undefined;6,8137185375;"calculate_consuming_values_ok";"validate_simple_ok"
"TDS2";"2018-05-12T00:00:00Z";1375,358;"MWh";"energy";"measured";"2018-05-11T00:00:00Z";"2018-05-12T00:00:00Z";0,5429999999998927;undefined;undefined;undefined;undefined;5,5285040239;"calculate_consuming_values_ok";"validate_simple_ok"
"TDS2";"2018-05-13T00:00:00Z";1375,649;"MWh";"energy";"measured";"2018-05-12T00:00:00Z";"2018-05-13T00:00:00Z";0,29099999999994;undefined;undefined;undefined;undefined;11,0194176038;"calculate_consuming_values_ok";"validate_simple_ok"
"TDS2";"2018-05-14T00:00:00Z";1375,894;"MWh";"energy";"measured";"2018-05-13T00:00:00Z";"2018-05-14T00:00:00Z";0,24500000000011823;undefined;undefined;undefined;undefined;11,3101404508;"calculate_consuming_values_ok";"validate_simple_ok"
