metering_point_id;timestamp;value;unit_of_measure;property;reading_status;consumption_from;consumption_to;consumption_value;calculated_value;calculated_normalized_value;calculated_deviation_type;calculated_deviation_level;temperature;calculate_consuming_values;validate_simple_status;validate_advanced_status
"TDS5";"2012-02-07T00:00:00Z";3858,06;"MWh";"energy";"measured";"2012-02-06T00:00:00Z";"2012-02-07T00:00:00Z";3,1700000000000728;3,285157815249341;0,03505396748817306;"smaller";"ok";3,35141;"calculate_consuming_values_ok";"validate_simple_ok";"validate_advanced_ok"
"TDS5";"2012-02-08T00:00:00Z";3865,65;"MWh";"energy";"measured";"2012-02-07T00:00:00Z";"2012-02-08T00:00:00Z";7,5900000000001455;7,527379518397497;0,008319028082694519;"larger";"ok";3,14711;"calculate_consuming_values_ok";"validate_simple_ok";"validate_advanced_ok"
"TDS5";"2012-02-09T00:00:00Z";3872,71;"MWh";"energy";"measured";"2012-02-08T00:00:00Z";"2012-02-09T00:00:00Z";7,059999999999945;7,240686841017222;0,024954378636252786;"smaller";"ok";3,74568;"calculate_consuming_values_ok";"validate_simple_ok";"validate_advanced_ok"
"TDS5";"2012-02-10T00:00:00Z";3880,97;"MWh";"energy";"measured";"2012-02-09T00:00:00Z";"2012-02-10T00:00:00Z";8,259999999999764;7,870690371418254;0,049463212273634136;"larger";"ok";2,43033;"calculate_consuming_values_ok";"validate_simple_ok";"validate_advanced_ok"
"TDS5";"2012-02-11T00:00:00Z";3889,13;"MWh";"energy";"measured";"2012-02-10T00:00:00Z";"2012-02-11T00:00:00Z";8,16000000000031;7,908667320462612;0,031779397128945786;"larger";"ok";2,35104;"calculate_consuming_values_ok";"validate_simple_ok";"validate_advanced_ok"
"TDS5";"2012-02-12T00:00:00Z";3897,64;"MWh";"energy";"measured";"2012-02-11T00:00:00Z";"2012-02-12T00:00:00Z";8,509999999999764;9,22122075572606;0,07712869852775762;"smaller";"ok";-0,83478;"calculate_consuming_values_ok";"validate_simple_ok";"validate_advanced_ok"
"TDS5";"2012-02-13T00:00:00Z";3902,97;"MWh";"energy";"measured";"2012-02-12T00:00:00Z";"2012-02-13T00:00:00Z";5,329999999999927;5,323359906959681;0,001247350011327515;"larger";"ok";-6,23717;"calculate_consuming_values_ok";"validate_simple_ok";"validate_advanced_ok"
"TDS5";"2012-02-14T00:00:00Z";3907,63;"MWh";"energy";"measured";"2012-02-13T00:00:00Z";"2012-02-14T00:00:00Z";4,660000000000309;4,578049243929536;0,017900802657253904;"larger";"ok";-2,66677;"calculate_consuming_values_ok";"validate_simple_ok";"validate_advanced_ok"
"TDS5";"2012-02-15T00:00:00Z";3918,81;"MWh";"energy";"measured";"2012-02-14T00:00:00Z";"2012-02-15T00:00:00Z";11,179999999999836;10,294962287997183;0,0859680382738761;"larger";"ok";-3,49449;"calculate_consuming_values_ok";"validate_simple_ok";"validate_advanced_ok"
"TDS5";"2012-02-16T00:00:00Z";3929,91;"MWh";"energy";"measured";"2012-02-15T00:00:00Z";"2012-02-16T00:00:00Z";11,099999999999909;10,243203110548333;0,08364540663742741;"larger";"ok";-3,36628;"calculate_consuming_values_ok";"validate_simple_ok";"validate_advanced_ok"
"TDS5";"2012-02-17T00:00:00Z";3939,59;"MWh";"energy";"measured";"2012-02-16T00:00:00Z";"2012-02-17T00:00:00Z";9,680000000000291;9,454821336328216;0,023816279087884216;"larger";"ok";-1,41342;"calculate_consuming_values_ok";"validate_simple_ok";"validate_advanced_ok"
"TDS5";"2012-02-18T00:00:00Z";3949,44;"MWh";"energy";"measured";"2012-02-17T00:00:00Z";"2012-02-18T00:00:00Z";9,849999999999909;9,225302225845457;0,0677156974222816;"larger";"ok";-0,84489;"calculate_consuming_values_ok";"validate_simple_ok";"validate_advanced_ok"
"TDS5";"2012-02-19T00:00:00Z";3959,58;"MWh";"energy";"measured";"2012-02-18T00:00:00Z";"2012-02-19T00:00:00Z";10,139999999999873;10,596474332841174;0,04307794446560126;"smaller";"ok";-4,24135;"calculate_consuming_values_ok";"validate_simple_ok";"validate_advanced_ok"
"TDS5";"2012-02-20T00:00:00Z";3965,32;"MWh";"energy";"measured";"2012-02-19T00:00:00Z";"2012-02-20T00:00:00Z";5,7400000000002365;5,607959447250799;0,023545204631279522;"larger";"ok";-7,60054;"calculate_consuming_values_ok";"validate_simple_ok";"validate_advanced_ok"
"TDS5";"2012-02-21T00:00:00Z";3970,89;"MWh";"energy";"measured";"2012-02-20T00:00:00Z";"2012-02-21T00:00:00Z";5,569999999999709;5,658378135476676;0,015618987165749368;"smaller";"ok";-7,84207;"calculate_consuming_values_ok";"validate_simple_ok";"validate_advanced_ok"
"TDS5";"2012-02-22T00:00:00Z";3981,94;"MWh";"energy";"measured";"2012-02-21T00:00:00Z";"2012-02-22T00:00:00Z";11,050000000000182;11,250413853929585;0,01781390947315255;"smaller";"ok";-5,86119;"calculate_consuming_values_ok";"validate_simple_ok";"validate_advanced_ok"
"TDS5";"2012-02-23T00:00:00Z";3994,79;"MWh";"energy";"measured";"2012-02-22T00:00:00Z";"2012-02-23T00:00:00Z";12,849999999999909;11,102746184268558;0,1573713193774554;"larger";"critical";-5,49541;"calculate_consuming_values_ok";"validate_simple_ok";"validate_advanced_ok"
"TDS5";"2012-02-24T00:00:00Z";4005,86;"MWh";"energy";"measured";"2012-02-23T00:00:00Z";"2012-02-24T00:00:00Z";11,070000000000164;11,13371045312689;0,00572230195808917;"smaller";"ok";-5,57211;"calculate_consuming_values_ok";"validate_simple_ok";"validate_advanced_ok"
"TDS5";"2012-02-25T00:00:00Z";4016,65;"MWh";"energy";"measured";"2012-02-24T00:00:00Z";"2012-02-25T00:00:00Z";10,789999999999964;10,499932021827073;0,027625700582623067;"larger";"ok";-4,00221;"calculate_consuming_values_ok";"validate_simple_ok";"validate_advanced_ok"
"TDS5";"2012-02-26T00:00:00Z";4025,2;"MWh";"energy";"measured";"2012-02-25T00:00:00Z";"2012-02-26T00:00:00Z";8,549999999999727;8,837812862373577;0,032566073400263344;"smaller";"ok";0,11494;"calculate_consuming_values_ok";"validate_simple_ok";"validate_advanced_ok"
"TDS5";"2012-02-27T00:00:00Z";4028,95;"MWh";"energy";"measured";"2012-02-26T00:00:00Z";"2012-02-27T00:00:00Z";3,75;3,6344434436228314;0,031794842365735425;"larger";"ok";1,85356;"calculate_consuming_values_ok";"validate_simple_ok";"validate_advanced_ok"
"TDS5";"2012-02-28T00:00:00Z";4032,58;"MWh";"energy";"measured";"2012-02-27T00:00:00Z";"2012-02-28T00:00:00Z";3,630000000000109;3,9486913352107713;0,08070808988508878;"smaller";"ok";0,34816;"calculate_consuming_values_ok";"validate_simple_ok";"validate_advanced_ok"
"TDS5";"2012-02-29T00:00:00Z";4041,22;"MWh";"energy";"measured";"2012-02-28T00:00:00Z";"2012-02-29T00:00:00Z";8,639999999999873;8,998185167510115;0,03980637882442644;"smaller";"ok";-0,28231;"calculate_consuming_values_ok";"validate_simple_ok";"validate_advanced_ok"
"TDS5";"2012-03-01T00:00:00Z";4051,3;"MWh";"energy";"measured";"2012-02-29T00:00:00Z";"2012-03-01T00:00:00Z";10,080000000000382;9,094295512843924;0,10838711869042979;"larger";"ok";-0,52038;"calculate_consuming_values_ok";"validate_simple_ok";"validate_advanced_ok"
"TDS5";"2012-03-02T00:00:00Z";4060,39;"MWh";"energy";"measured";"2012-03-01T00:00:00Z";"2012-03-02T00:00:00Z";9,08999999999969;9,351888355483249;0,02800379404978742;"smaller";"ok";-1,15845;"calculate_consuming_values_ok";"validate_simple_ok";"validate_advanced_ok"
"TDS5";"2012-03-03T00:00:00Z";4069,11;"MWh";"energy";"measured";"2012-03-02T00:00:00Z";"2012-03-03T00:00:00Z";8,720000000000255;8,790692269659827;0,008041718159508248;"smaller";"ok";0,23166;"calculate_consuming_values_ok";"validate_simple_ok";"validate_advanced_ok"
"TDS5";"2012-03-04T00:00:00Z";4076,46;"MWh";"energy";"measured";"2012-03-03T00:00:00Z";"2012-03-04T00:00:00Z";7,349999999999909;8,192754878636968;0,10286587248381936;"smaller";"ok";1,71278;"calculate_consuming_values_ok";"validate_simple_ok";"validate_advanced_ok"
"TDS5";"2012-03-05T00:00:00Z";4079,6;"MWh";"energy";"measured";"2012-03-04T00:00:00Z";"2012-03-05T00:00:00Z";3,1399999999998727;3,346436154739322;0,0616883589567631;"smaller";"ok";3,09158;"calculate_consuming_values_ok";"validate_simple_ok";"validate_advanced_ok"
"TDS5";"2012-03-06T00:00:00Z";4083,29;"MWh";"energy";"measured";"2012-03-05T00:00:00Z";"2012-03-06T00:00:00Z";3,6900000000000546;4,048236567083723;0,08849200414731095;"smaller";"ok";-0,12871;"calculate_consuming_values_ok";"validate_simple_ok";"validate_advanced_ok"
"TDS5";"2012-03-07T00:00:00Z";4091,65;"MWh";"energy";"measured";"2012-03-06T00:00:00Z";"2012-03-07T00:00:00Z";8,360000000000127;8,409605687206112;0,00589869359528372;"smaller";"ok";1,17563;"calculate_consuming_values_ok";"validate_simple_ok";"validate_advanced_ok"
"TDS5";"2012-03-08T00:00:00Z";4099,3;"MWh";"energy";"measured";"2012-03-07T00:00:00Z";"2012-03-08T00:00:00Z";7,650000000000091;7,951999072008119;0,03797775493600057;"smaller";"ok";2,26057;"calculate_consuming_values_ok";"validate_simple_ok";"validate_advanced_ok"
"TDS5";"2012-03-09T00:00:00Z";4107,3;"MWh";"energy";"measured";"2012-03-08T00:00:00Z";"2012-03-09T00:00:00Z";8;8,132521907142012;0,016295302816907335;"smaller";"ok";1,86198;"calculate_consuming_values_ok";"validate_simple_ok";"validate_advanced_ok"
"TDS5";"2012-03-10T00:00:00Z";4115,08;"MWh";"energy";"measured";"2012-03-09T00:00:00Z";"2012-03-10T00:00:00Z";7,779999999999745;7,691103323314048;0,011558377640854885;"larger";"ok";2,80528;"calculate_consuming_values_ok";"validate_simple_ok";"validate_advanced_ok"
"TDS5";"2012-03-11T00:00:00Z";4122,39;"MWh";"energy";"measured";"2012-03-10T00:00:00Z";"2012-03-11T00:00:00Z";7,3100000000004;7,9383821636800675;0,07915745938192054;"smaller";"ok";2,289;"calculate_consuming_values_ok";"validate_simple_ok";"validate_advanced_ok"
"TDS5";"2012-03-12T00:00:00Z";4125,57;"MWh";"energy";"measured";"2012-03-11T00:00:00Z";"2012-03-12T00:00:00Z";3,1799999999993815;3,3984719197590247;0,06428533909296928;"smaller";"ok";2,87094;"calculate_consuming_values_ok";"validate_simple_ok";"validate_advanced_ok"
"TDS5";"2012-03-13T00:00:00Z";4128,09;"MWh";"energy";"measured";"2012-03-12T00:00:00Z";"2012-03-13T00:00:00Z";2,5200000000004366;2,698050334679188;0,0659922212681487;"smaller";"ok";5,84084;"calculate_consuming_values_ok";"validate_simple_ok";"validate_advanced_ok"
"TDS5";"2012-03-14T00:00:00Z";4134,56;"MWh";"energy";"measured";"2012-03-13T00:00:00Z";"2012-03-14T00:00:00Z";6,470000000000255;6,528708851933606;0,00899241385468795;"smaller";"ok";5,23218;"calculate_consuming_values_ok";"validate_simple_ok";"validate_advanced_ok"
"TDS5";"2012-03-15T00:00:00Z";4141,51;"MWh";"energy";"measured";"2012-03-14T00:00:00Z";"2012-03-15T00:00:00Z";6,949999999999818;7,265822801237274;0,04346690111733461;"smaller";"ok";3,6932;"calculate_consuming_values_ok";"validate_simple_ok";"validate_advanced_ok"
"TDS5";"2012-03-16T00:00:00Z";4149,87;"MWh";"energy";"measured";"2012-03-15T00:00:00Z";"2012-03-16T00:00:00Z";8,359999999999673;8,18772066178347;0,02104118415034897;"larger";"ok";1,72525;"calculate_consuming_values_ok";"validate_simple_ok";"validate_advanced_ok"
"TDS5";"2012-03-17T00:00:00Z";4157,6;"MWh";"energy";"measured";"2012-03-16T00:00:00Z";"2012-03-17T00:00:00Z";7,730000000000473;7,707306629987912;0,0029443969342370546;"larger";"ok";2,77145;"calculate_consuming_values_ok";"validate_simple_ok";"validate_advanced_ok"
"TDS5";"2012-03-18T00:00:00Z";4165,18;"MWh";"energy";"measured";"2012-03-17T00:00:00Z";"2012-03-18T00:00:00Z";7,579999999999927;8,546789105729578;0,11311722961334533;"smaller";"ok";0,83582;"calculate_consuming_values_ok";"validate_simple_ok";"validate_advanced_ok"
"TDS5";"2012-03-19T00:00:00Z";4168,2;"MWh";"energy";"measured";"2012-03-18T00:00:00Z";"2012-03-19T00:00:00Z";3,019999999999527;3,337030850583295;0,09500387163887097;"smaller";"ok";3,13146;"calculate_consuming_values_ok";"validate_simple_ok";"validate_advanced_ok"
"TDS5";"2012-03-20T00:00:00Z";4171,73;"MWh";"energy";"measured";"2012-03-19T00:00:00Z";"2012-03-20T00:00:00Z";3,5299999999997453;3,7483817883727513;0,05826028422462534;"smaller";"ok";1,30774;"calculate_consuming_values_ok";"validate_simple_ok";"validate_advanced_ok"
"TDS5";"2012-03-21T00:00:00Z";4178,5;"MWh";"energy";"measured";"2012-03-20T00:00:00Z";"2012-03-21T00:00:00Z";6,770000000000437;6,511265031979066;0,03973651306629873;"larger";"ok";5,2686;"calculate_consuming_values_ok";"validate_simple_ok";"validate_advanced_ok"
"TDS5";"2012-03-22T00:00:00Z";4184,62;"MWh";"energy";"measured";"2012-03-21T00:00:00Z";"2012-03-22T00:00:00Z";6,119999999999891;6,028039607702942;0,015255439293968342;"larger";"ok";6,2775;"calculate_consuming_values_ok";"validate_simple_ok";"validate_advanced_ok"
"TDS5";"2012-03-23T00:00:00Z";4191,24;"MWh";"energy";"measured";"2012-03-22T00:00:00Z";"2012-03-23T00:00:00Z";6,619999999999891;6,3782475229791995;0,037902648987785253;"larger";"ok";5,54632;"calculate_consuming_values_ok";"validate_simple_ok";"validate_advanced_ok"
"TDS5";"2012-03-24T00:00:00Z";4196,17;"MWh";"energy";"measured";"2012-03-23T00:00:00Z";"2012-03-24T00:00:00Z";4,930000000000291;5,947032653586755;0,17101514533858733;"smaller";"ok";6,44663;"calculate_consuming_values_ok";"validate_simple_ok";"validate_advanced_ok"
"TDS5";"2012-03-25T00:00:00Z";4201,81;"MWh";"energy";"measured";"2012-03-24T00:00:00Z";"2012-03-25T00:00:00Z";5,640000000000327;7,322666089326372;0,22978872295962313;"smaller";"critical";3,57452;"calculate_consuming_values_ok";"validate_simple_ok";"validate_advanced_ok"
"TDS5";"2012-03-26T00:00:00Z";4204,88;"MWh";"energy";"measured";"2012-03-25T00:00:00Z";"2012-03-26T00:00:00Z";3,069999999999709;4,016229373502496;0,23560142748460447;"smaller";"critical";0,02462;"calculate_consuming_values_ok";"validate_simple_ok";"validate_advanced_ok"
"TDS5";"2012-03-27T00:00:00Z";4207,86;"MWh";"energy";"measured";"2012-03-26T00:00:00Z";"2012-03-27T00:00:00Z";2,9799999999995634;3,5315777274977393;0,15618450733887437;"smaller";"ok";2,30655;"calculate_consuming_values_ok";"validate_simple_ok";"validate_advanced_ok"
"TDS5";"2012-03-28T00:00:00Z";4215,04;"MWh";"energy";"measured";"2012-03-27T00:00:00Z";"2012-03-28T00:00:00Z";7,180000000000291;7,404271746763349;0,030289507791376638;"smaller";"ok";3,40414;"calculate_consuming_values_ok";"validate_simple_ok";"validate_advanced_ok"
"TDS5";"2012-03-29T00:00:00Z";4220,82;"MWh";"energy";"measured";"2012-03-28T00:00:00Z";"2012-03-29T00:00:00Z";5,779999999999745;6,767308888961454;0,1458938708372193;"smaller";"ok";4,73402;"calculate_consuming_values_ok";"validate_simple_ok";"validate_advanced_ok"
"TDS5";"2012-03-30T00:00:00Z";4227,73;"MWh";"energy";"measured";"2012-03-29T00:00:00Z";"2012-03-30T00:00:00Z";6,9099999999998545;7,0544709497452285;0,020479345761653688;"smaller";"ok";4,13447;"calculate_consuming_values_ok";"validate_simple_ok";"validate_advanced_ok"
"TDS5";"2012-03-31T00:00:00Z";4235,25;"MWh";"energy";"measured";"2012-03-30T00:00:00Z";"2012-03-31T00:00:00Z";7,520000000000437;6,746651229580911;0,11462705631332373;"larger";"ok";4,77715;"calculate_consuming_values_ok";"validate_simple_ok";"validate_advanced_ok"
"TDS5";"2012-04-01T00:00:00Z";4240,54;"MWh";"energy";"measured";"2012-03-31T00:00:00Z";"2012-04-01T00:00:00Z";5,289999999999964;6,468718779190437;0,18221827527614212;"smaller";"critical";5,35743;"calculate_consuming_values_ok";"validate_simple_ok";"validate_advanced_ok"
"TDS5";"2012-04-02T00:00:00Z";4242,69;"MWh";"energy";"measured";"2012-04-01T00:00:00Z";"2012-04-02T00:00:00Z";2,149999999999636;1,883585018146371;0,14144038059691263;"larger";"ok";9,3236;"calculate_consuming_values_ok";"validate_simple_ok";"validate_advanced_ok"
